id|text|experiencer|emotion|cause|selected
7863A|I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|WRITER|sadness|a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board|True
7863B|I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|WRITER|anger|a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board|True
7863C|I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|WRITER|sadness|a woman on the bus refused to fold her child’s buggy up|True
7863C|I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|a woman|anger|a woman on the bus refused to fold her child’s buggy up|True
7863C|I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|a wheelchair user|anger|a woman on the bus refused to fold her child’s buggy up|True
7863D|I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|a wheelchair user|anger|a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board|True
7863D|I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|WRITER|anger|a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board|True
7470A|I felt ... when I read that hunters had killed one of the world famous lions.|WRITER|sadness|hunters had killed one of the world famous lions|True
7470A|I felt ... when I read that hunters had killed one of the world famous lions.|hunters|joy|hunters had killed one of the world famous lions|True
7470B|I felt ... when I read that hunters had killed one of the world famous lions.|WRITER|anger|I read that hunters had killed one of the world famous lions|True
7470C|I felt ... when I read that hunters had killed one of the world famous lions.|hunters|joy|hunters had killed one of the world famous lions.|True
7470C|I felt ... when I read that hunters had killed one of the world famous lions.|WRITER|anger|hunters had killed one of the world famous lions.|True
7470D|I felt ... when I read that hunters had killed one of the world famous lions.|hunters|joy|I read that hunters had killed one of the world famous lions|True
7470D|I felt ... when I read that hunters had killed one of the world famous lions.|WRITER|anger|I read that hunters had killed one of the world famous lions|True
8277C|I felt ... when I told a friend I was ill when I was supposed to be meeting them when I really just wanted a night in front of the tv.|a friend|sadness|I told a friend I was ill|True
7725D|I felt ... after telling my aunt a little white lie as I didn't want to take her to a hospital appointment. I'm ... of my laziness.|my aunt|sadness|telling my aunt a little white lie as I didn't want to take her to a hospital appointment|True
30111A|My friend called me out for being noisy and rude. |My friend|anger|My friend called me out for being noisy and rude|True
30111B|My friend called me out for being noisy and rude. |My friend|anger|My friend called me out for being noisy and rude|True
30111C|My friend called me out for being noisy and rude. |My friend|anger|My friend called me out for being noisy and rude.|True
30111D|My friend called me out for being noisy and rude. |WRITER|anger|My friend called me out for being noisy and rude|True
30111D|My friend called me out for being noisy and rude. |My friend|anger|My friend called me out for being noisy and rude|True
8454A|I felt ... when there was a documentary about starving african children on television.|WRITER|sadness|there was a documentary about starving african children on television|True
8454B|I felt ... when there was a documentary about starving african children on television.|WRITER|sadness|there was a documentary about starving african children on television|True
8454C|I felt ... when there was a documentary about starving african children on television.|WRITER|sadness|there was a documentary about starving african children on television.|True
8454D|I felt ... when there was a documentary about starving african children on television.|WRITER|sadness|there was a documentary about starving african children on television|True
7949A|I felt ... when my cat ate for the first time after being too sick to eat for weeks. Knowing she was eating again meant that she should survive so I’m glad she ate.|WRITER|joy|my cat ate for the first time after being too sick to eat|True
7949D|I felt ... when my cat ate for the first time after being too sick to eat for weeks. Knowing she was eating again meant that she should survive so I’m glad she ate.|WRITER|joy|my cat ate for the first time after being too sick to eat for weeks|True
8298A|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|WRITER|disgust|it was full of flies|True
8298A|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|a couple|disgust|it was full of flies|True
8298B|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|WRITER|disgust|When they opened their caravan after the winter season it was full of flies|True
8298B|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|a couple in the next caravan to me|disgust|When they opened their caravan after the winter season it was full of flies|True
8298C|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|WRITER|disgust|When they opened their caravan after the winter season it was full of flies.|True
8298C|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|a couple in the next caravan to me|disgust|When they opened their caravan after the winter season it was full of flies.|True
8298D|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|WRITER|disgust|they opened their caravan after the winter season it was full of flies|True
8298D|I felt...when there was a couple in the next caravan to me on a caravan site. When they opened their caravan after the winter season it was full of flies.|a couple|disgust|they opened their caravan after the winter season it was full of flies|True
8103A|I felt...as a child when I wandered off from my parents in a busy department store.|WRITER|fear|I wandered off from my parents in a busy department store|True
8103A|I felt...as a child when I wandered off from my parents in a busy department store.|my parents|fear|I wandered off from my parents in a busy department store|True
8103B|I felt...as a child when I wandered off from my parents in a busy department store.|WRITER|fear|as a child when I wandered off from my parents in a busy department store|True
8103C|I felt...as a child when I wandered off from my parents in a busy department store.|my parents|fear|as a child when I wandered off from my parents|True
8103D|I felt...as a child when I wandered off from my parents in a busy department store.|WRITER|fear|I wandered off from my parents in a busy department store|True
8103D|I felt...as a child when I wandered off from my parents in a busy department store.|my parents|fear|I wandered off from my parents in a busy department store|True
8231A|I felt ... when I was about seventeen and went on a long car trip with my boyfriend, he ran out of petrol and neither of us had any money so I had to beg money in a services to try to get enough petrol to get us home.|WRITER|fear|he ran out of petrol and neither of us had any money|True
8231A|I felt ... when I was about seventeen and went on a long car trip with my boyfriend, he ran out of petrol and neither of us had any money so I had to beg money in a services to try to get enough petrol to get us home.|my boyfriend|fear|he ran out of petrol and neither of us had any money|True
8194A|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|WRITER|sadness|her beautiful chihuahua Chelko had gone to Rainbow Bridge|True
8194A|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|my aunt|sadness|her beautiful chihuahua Chelko had gone to Rainbow Bridge|True
8194B|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|my aunt|sadness|my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge|True
8194B|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|WRITER|sadness|my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge|True
8194C|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|my aunt|sadness|her beautiful chihuahua Chelko had gone to Rainbow Bridge.|True
8194C|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|WRITER|sadness|her beautiful chihuahua Chelko had gone to Rainbow Bridge.|True
8194D|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|WRITER|sadness|my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge|True
8194D|I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|my aunt|sadness|my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge|True
7521A|I felt ... when I had to drive along a flooded road on a dark night. I was ... that I would have an accident or that my car would break down.|WRITER|fear|I had to drive along a flooded road on a dark night|True
7521B|I felt ... when I had to drive along a flooded road on a dark night. I was ... that I would have an accident or that my car would break down.|WRITER|fear|I had to drive along a flooded road on a dark night|True
7521C|I felt ... when I had to drive along a flooded road on a dark night. I was ... that I would have an accident or that my car would break down.|WRITER|fear|I had to drive along a flooded road on a dark night.|True
7521D|I felt ... when I had to drive along a flooded road on a dark night. I was ... that I would have an accident or that my car would break down.|WRITER|fear|I had to drive along a flooded road on a dark night|True
7766A|I felt ... when my mother forgot my daughter's birthday.|WRITER|sadness|my mother forgot my daughter's birthday|True
7766B|I felt ... when my mother forgot my daughter's birthday.|WRITER|anger|my mother forgot my daughter's birthday|True
7766C|I felt ... when my mother forgot my daughter's birthday.|my daughter|sadness|my mother forgot my daughter's birthday.|True
7766C|I felt ... when my mother forgot my daughter's birthday.|WRITER|sadness|my mother forgot my daughter's birthday.|True
7766D|I felt ... when my mother forgot my daughter's birthday.|WRITER|anger|my mother forgot my daughter's birthday|True
7766D|I felt ... when my mother forgot my daughter's birthday.|my daughter|sadness|my mother forgot my daughter's birthday|True
7758A|I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.|WRITER|fear|my house was burgled as my children were asleep in bed at the time|True
7758B|I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.|WRITER|fear|my house was burgled as my children were asleep in bed at the time|True
7758C|I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.|WRITER|fear|my house was burgled|True
7758D|I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.|WRITER|fear|my house was burgled as my children were asleep in bed at the time|True
7758D|I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.|my children|fear|my house was burgled as my children were asleep in bed at the time|True
7837A|I felt ... when I saw somebody kicking their dog.|somebody|anger|somebody kicking their dog|True
7837A|I felt ... when I saw somebody kicking their dog.|WRITER|sadness|somebody kicking their dog|True
7837B|I felt ... when I saw somebody kicking their dog.|WRITER|anger|I saw somebody kicking their dog|True
7837C|I felt ... when I saw somebody kicking their dog.|somebody|anger|I saw somebody kicking their dog.|True
7837C|I felt ... when I saw somebody kicking their dog.|WRITER|anger|I saw somebody kicking their dog.|True
7837D|I felt ... when I saw somebody kicking their dog.|WRITER|anger|I saw somebody kicking their dog|True
8068D|I felt ... when I participated in gossip at work.|WRITER|joy|I participated in gossip at work|True
8412A|I felt ... when witnessing the joy on my children’s face on Christmas morning.|WRITER|joy|witnessing the joy on my children’s face on Christmas morning|True
8412A|I felt ... when witnessing the joy on my children’s face on Christmas morning.|my children|joy|Christmas morning|True
8412B|I felt ... when witnessing the joy on my children’s face on Christmas morning.|WRITER|joy|witnessing the joy on my children’s face on Christmas morning|True
8412C|I felt ... when witnessing the joy on my children’s face on Christmas morning.|WRITER|joy|witnessing the joy on my children’s face on Christmas morning.|True
8412C|I felt ... when witnessing the joy on my children’s face on Christmas morning.|my children|joy|witnessing the joy on my children’s face on Christmas morning.|True
8412D|I felt ... when witnessing the joy on my children’s face on Christmas morning.|WRITER|joy|witnessing the joy on my children’s face on Christmas morning|True
8412D|I felt ... when witnessing the joy on my children’s face on Christmas morning.|my children|joy|witnessing the joy on my children’s face on Christmas morning|True
8427A|I felt...when I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly.|WRITER|sadness|people can treat animals so badly|True
8427B|I felt...when I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly.|WRITER|disgust|I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly|True
8427C|I felt...when I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly.|WRITER|anger|I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly.|True
8427D|I felt...when I saw a advert on tv for an animal charity for abused animals and I felt...at how people can treat animals so badly.|WRITER|anger|I saw a advert on tv for an animal charity for abused animals|True
8177A|I felt...when I cheated on my husband.|my husband|sadness|I cheated on my husband|True
8177B|I felt...when I cheated on my husband.|my husband|anger|I cheated on my husband|True
8177C|I felt...when I cheated on my husband.|my husband|anger|I cheated on my husband.|True
8177D|I felt...when I cheated on my husband.|my husband|sadness|I cheated on my husband|True
8109A|I felt...because the shop I used to work in stored all the damaged fresh meat in a storeroom fridge and I was sent in to clean it out and it was crawling full of maggots.|WRITER|disgust|it was crawling full of maggots|True
8109B|I felt...because the shop I used to work in stored all the damaged fresh meat in a storeroom fridge and I was sent in to clean it out and it was crawling full of maggots.|WRITER|disgust|the shop I used to work in stored all the damaged fresh meat in a storeroom fridge|True
8109C|I felt...because the shop I used to work in stored all the damaged fresh meat in a storeroom fridge and I was sent in to clean it out and it was crawling full of maggots.|WRITER|disgust|it was crawling full of maggots.|True
8109D|I felt...because the shop I used to work in stored all the damaged fresh meat in a storeroom fridge and I was sent in to clean it out and it was crawling full of maggots.|WRITER|disgust|I was sent in to clean it out and it was crawling full of maggots|True
8323A|I felt...when I saw a bird being mistreated when on holiday.|WRITER|sadness|a bird being mistreated|True
8323B|I felt...when I saw a bird being mistreated when on holiday.|WRITER|anger|I saw a bird being mistreated when on holiday|True
8323C|I felt...when I saw a bird being mistreated when on holiday.|WRITER|anger|I saw a bird being mistreated|True
8323D|I felt...when I saw a bird being mistreated when on holiday.|WRITER|anger|I saw a bird being mistreated|True
7658A|I feel ... because I didn't visit a friend who was unwell.|a friend who was unwell|sadness|I didn't visit a friend who was unwell|True
7658B|I feel ... because I didn't visit a friend who was unwell.|a friend|sadness|I didn't visit a friend who was unwell|True
7658C|I feel ... because I didn't visit a friend who was unwell.|a friend|sadness|I didn't visit a friend|True
8329A|I felt ... when my dog started being too assertive with another dog, so I had to take him home early.|WRITER|sadness|my dog started being too assertive with another dog|True
8329B|I felt ... when my dog started being too assertive with another dog, so I had to take him home early.|WRITER|anger|my dog started being too assertive with another dog|True
8329C|I felt ... when my dog started being too assertive with another dog, so I had to take him home early.|WRITER|fear|my dog started being too assertive with another dog,|True
8329D|I felt ... when my dog started being too assertive with another dog, so I had to take him home early.|WRITER|anger|my dog started being too assertive with another dog|True
7471A|I felt ... when my Gran passed away.|WRITER|sadness|my Gran passed away|True
7471B|I felt ... when my Gran passed away.|WRITER|sadness|my Gran passed away|True
7471C|I felt ... when my Gran passed away.|WRITER|sadness|my Gran passed away.|True
7471D|I felt ... when my Gran passed away.|WRITER|sadness|my Gran passed away|True
7700A|I felt ... because we had a beautiful tortoiseshell and white cat who was very loving. When she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down.|WRITER|sadness|she had a twisted gut and it would be better to put her down|True
7700A|I felt ... because we had a beautiful tortoiseshell and white cat who was very loving. When she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down.|the vets|sadness|she had a twisted gut and it would be better to put her down|True
7700B|I felt ... because we had a beautiful tortoiseshell and white cat who was very loving. When she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down.|we|sadness|she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down|True
7700C|I felt ... because we had a beautiful tortoiseshell and white cat who was very loving. When she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down.|the vets|sadness|she had a twisted gut and it would be better to put her down.|True
7700C|I felt ... because we had a beautiful tortoiseshell and white cat who was very loving. When she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down.|WRITER|sadness|she had a twisted gut and it would be better to put her down.|True
7700D|I felt ... because we had a beautiful tortoiseshell and white cat who was very loving. When she was only 2 she became very unwell and I had to take her to the vets they x rayed her and said she had a twisted gut and it would be better to put her down.|WRITER|sadness|they x rayed her and said she had a twisted gut and it would be better to put her down|True
8223A|I felt...when the vehicle I was in got stuck in a ditch in bandit country in South America.|WRITER|fear|the vehicle I was in got stuck in a ditch in bandit country|True
8223B|I felt...when the vehicle I was in got stuck in a ditch in bandit country in South America.|WRITER|fear|the vehicle I was in got stuck in a ditch in bandit country in South America|True
8223C|I felt...when the vehicle I was in got stuck in a ditch in bandit country in South America.|WRITER|fear|the vehicle I was in got stuck|True
8223D|I felt...when the vehicle I was in got stuck in a ditch in bandit country in South America.|WRITER|anger|the vehicle I was in got stuck in a ditch|True
7980A|I felt ... when my pet died.|WRITER|sadness|my pet died|True
7980B|I felt ... when my pet died.|WRITER|sadness|when my pet died|True
7980C|I felt ... when my pet died.|WRITER|sadness|my pet died.|True
7980D|I felt ... when my pet died.|WRITER|sadness|my pet died|True
7944A|I felt ... watching my sapphire ring sparkle in the sunshine.|WRITER|joy|watching my sapphire ring sparkle in the sunshine|True
7944B|I felt ... watching my sapphire ring sparkle in the sunshine.|WRITER|joy|watching my sapphire ring sparkle in the sunshine|True
7944C|I felt ... watching my sapphire ring sparkle in the sunshine.|WRITER|joy|watching my sapphire ring sparkle in the sunshine.|True
7944D|I felt ... watching my sapphire ring sparkle in the sunshine.|WRITER|joy|watching my sapphire ring sparkle in the sunshine|True
7703A|"I felt ... when I said ""no"" to helping someone out simply because I couldn't be bothered."|someone|sadness|"I said ""no"" to helping someone out"|True
7703C|"I felt ... when I said ""no"" to helping someone out simply because I couldn't be bothered."|someone|sadness|"I said ""no"" to helping someone out"|True
7703D|"I felt ... when I said ""no"" to helping someone out simply because I couldn't be bothered."|someone|sadness|"I said ""no"" to helping someone out simply because I couldn't be bothered"|True
8168A|I felt ... when I saw a homeless person on the street.|WRITER|sadness|I saw a homeless person on the street|True
8168B|I felt ... when I saw a homeless person on the street.|WRITER|sadness|I saw a homeless person on the street|True
8168C|I felt ... when I saw a homeless person on the street.|WRITER|sadness|I saw a homeless person on the street.|True
7581A|I felt ... when someone I thought was my friend betrayed my confidences and got me fired.|WRITER|sadness|someone I thought was my friend betrayed my confidences and got me fired|True
7581B|I felt ... when someone I thought was my friend betrayed my confidences and got me fired.|WRITER|anger|someone I thought was my friend betrayed my confidences and got me fired|True
7581C|I felt ... when someone I thought was my friend betrayed my confidences and got me fired.|someone I thought was my friend|joy|someone I thought was my friend betrayed my confidences and got me fired.|True
7581C|I felt ... when someone I thought was my friend betrayed my confidences and got me fired.|WRITER|anger|someone I thought was my friend betrayed my confidences and got me fired.|True
7581D|I felt ... when someone I thought was my friend betrayed my confidences and got me fired.|WRITER|anger|someone I thought was my friend betrayed my confidences and got me fired|True
8395A|I felt ... that when I was in my teen years I never did well at school. On one occasion I brought home a school report card which was full of the just about the worst grades you can get.  My mother showed her displeasure towards me.|My mother|sadness|I brought home a school report card which was full of the just about the worst grades you can get|True
8395C|I felt ... that when I was in my teen years I never did well at school. On one occasion I brought home a school report card which was full of the just about the worst grades you can get.  My mother showed her displeasure towards me.|My mother|anger|I brought home a school report card|True
8395D|I felt ... that when I was in my teen years I never did well at school. On one occasion I brought home a school report card which was full of the just about the worst grades you can get.  My mother showed her displeasure towards me.|My mother|anger|My mother showed her displeasure towards me|True
8395D|I felt ... that when I was in my teen years I never did well at school. On one occasion I brought home a school report card which was full of the just about the worst grades you can get.  My mother showed her displeasure towards me.|WRITER|sadness|My mother showed her displeasure towards me|True
7743A|I felt ... about having let my debt situation get so bad that I ended up with a CCJ.|WRITER|sadness|having let my debt situation get so bad that I ended up with a CCJ|True
7743D|I felt ... about having let my debt situation get so bad that I ended up with a CCJ.|WRITER|sadness|having let my debt situation get so bad that I ended up with a CCJ|True
8351A|I felt ... when my mother passed away.|WRITER|sadness|my mother passed away|True
8351B|I felt ... when my mother passed away.|WRITER|sadness|my mother passed away|True
8351C|I felt ... when my mother passed away.|WRITER|sadness|my mother passed away.|True
8351D|I felt ... when my mother passed away.|WRITER|sadness|my mother passed away|True
7612A|I felt ... when I offended an old man in the supermarket.|an old man|anger|I offended an old man|True
7612C|I felt ... when I offended an old man in the supermarket.|an old man|anger|I offended an old man|True
7612D|I felt ... when I offended an old man in the supermarket.|an old man|anger|I offended an old man in the supermarket|True
7890A|I felt...when I saw a medical operation on a TV show.|WRITER|disgust|I saw a medical operation on a TV show|True
7890B|I felt...when I saw a medical operation on a TV show.|WRITER|disgust|I saw a medical operation on a TV show|True
7890C|I felt...when I saw a medical operation on a TV show.|WRITER|fear|I saw a medical operation on a TV show.|True
7608A|I felt ... when my team won the cup.|my team|joy|my team won the cup|True
7608A|I felt ... when my team won the cup.|WRITER|joy|my team won the cup|True
7608B|I felt ... when my team won the cup.|WRITER|joy|my team won the cup|True
7608C|I felt ... when my team won the cup.|WRITER|joy|my team won the cup.|True
7608C|I felt ... when my team won the cup.|my team|joy|my team won the cup.|True
7608D|I felt ... when my team won the cup.|my team|joy|my team won the cup|True
7608D|I felt ... when my team won the cup.|WRITER|joy|my team won the cup|True
8002A|I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.|a friend|sadness|a friend's pet rabbit had to be put to sleep|True
8002A|I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.|WRITER|sadness|a friend's pet rabbit had to be put to sleep|True
8002B|I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.|WRITER|sadness|a friend's pet rabbit had to be put to sleep|True
8002C|I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.|WRITER|sadness|a friend's pet rabbit had to be put to sleep,|True
8002C|I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.|a friend|sadness|a friend's pet rabbit had to be put to sleep,|True
8002D|I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.|a friend|sadness|a friend's pet rabbit had to be put to sleep|True
8002D|I felt ... that a friend's pet rabbit had to be put to sleep, although he was a fine age and had always been wonderfully cared for.|WRITER|sadness|a friend's pet rabbit had to be put to sleep|True
1523B|I forgot to water the flowers in our flat and was rebuked by my friends who share the flat with me.|my friends|anger|I forgot to water the flowers in our flat and was rebuked|True
1523D|I forgot to water the flowers in our flat and was rebuked by my friends who share the flat with me.|my friends|anger|I forgot to water the flowers in our flat and was rebuked by my friends|True
8094A|I felt...during a very heavy thunderstorm.|WRITER|fear|during a very heavy thunderstorm|True
8094B|I felt...during a very heavy thunderstorm.|WRITER|fear|during a very heavy thunderstorm|True
8094C|I felt...during a very heavy thunderstorm.|WRITER|fear|during a very heavy thunderstorm.|True
8094D|I felt...during a very heavy thunderstorm.|WRITER|fear|during a very heavy thunderstorm|True
8365A|I felt...seeing celebrities waste money on vanity.|celebrities|joy|celebrities waste money on vanity|True
8365A|I felt...seeing celebrities waste money on vanity.|WRITER|sadness|celebrities waste money on vanity|True
8365B|I felt...seeing celebrities waste money on vanity.|WRITER|anger|seeing celebrities waste money on vanity|True
8365C|I felt...seeing celebrities waste money on vanity.|WRITER|anger|seeing celebrities waste money on vanity.|True
8365D|I felt...seeing celebrities waste money on vanity.|WRITER|anger|seeing celebrities waste money on vanity|True
7885A|I felt ... because my son was slapped at school by a teaching assistant.|my son|surprise|my son was slapped at school by a teaching assistant|True
7885A|I felt ... because my son was slapped at school by a teaching assistant.|WRITER|anger|my son was slapped at school by a teaching assistant|True
7885B|I felt ... because my son was slapped at school by a teaching assistant.|WRITER|anger|my son was slapped at school by a teaching assistant|True
7885B|I felt ... because my son was slapped at school by a teaching assistant.|my son|anger|my son was slapped at school by a teaching assistant|True
7885C|I felt ... because my son was slapped at school by a teaching assistant.|my son|sadness|my son was slapped at school by a teaching assistant.|True
7885C|I felt ... because my son was slapped at school by a teaching assistant.|WRITER|anger|my son was slapped at school by a teaching assistant.|True
7885D|I felt ... because my son was slapped at school by a teaching assistant.|my son|fear|my son was slapped at school by a teaching assistant|True
7885D|I felt ... because my son was slapped at school by a teaching assistant.|WRITER|anger|my son was slapped at school by a teaching assistant|True
8234A|I felt ... when I ate  my daughter's burger from McDonald and she was upset after that.|my daughter|sadness|I ate  my daughter's burger|True
8234B|I felt ... when I ate  my daughter's burger from McDonald and she was upset after that.|she|anger|I ate  my daughter's burger|True
8234C|I felt ... when I ate  my daughter's burger from McDonald and she was upset after that.|my daughter|anger|I ate  my daughter's burger|True
8234D|I felt ... when I ate  my daughter's burger from McDonald and she was upset after that.|my daughter|anger|I ate  my daughter's burger from McDonald and she was upset after that|True
8192B|The last time I felt true...was the last time there was an American school shooting several months ago, mainly because it gets zero traction in terms of restricting gun sales in the States, that the deaths of numerous children is seen as nothing more than a minor side effect of gun ownership.|WRITER|anger|that the deaths of numerous children is seen as nothing more than a minor side effect of gun ownership|True
8192C|The last time I felt true...was the last time there was an American school shooting several months ago, mainly because it gets zero traction in terms of restricting gun sales in the States, that the deaths of numerous children is seen as nothing more than a minor side effect of gun ownership.|WRITER|anger|the last time there was an American school shooting|True
8192D|The last time I felt true...was the last time there was an American school shooting several months ago, mainly because it gets zero traction in terms of restricting gun sales in the States, that the deaths of numerous children is seen as nothing more than a minor side effect of gun ownership.|WRITER|anger|the deaths of numerous children is seen as nothing more than a minor side effect of gun ownership|True
7757A|I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.|WRITER|fear|I was going to hit a car|True
7757B|I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.|WRITER|fear|was riding my motor scooter too fast and saw that I was going to hit a car|True
7757C|I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.|WRITER|fear|I hit the car|True
7757D|I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.|WRITER|fear|I was going to hit a car|True
7826A|I felt ... when we lost the Referendum on brexit.|WRITER|sadness|we lost the Referendum on brexit|True
7826B|I felt ... when we lost the Referendum on brexit.|we|anger|we lost the Referendum on brexit|True
7826C|I felt ... when we lost the Referendum on brexit.|we|sadness|we lost the Referendum on brexit.|True
7826D|I felt ... when we lost the Referendum on brexit.|WRITER|anger|we lost the Referendum on brexit|True
8196A|I felt ... when I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved.|WRITER|joy|I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved|True
8196B|I felt ... when I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved.|WRITER|joy|I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved|True
8196C|I felt ... when I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved.|WRITER|joy|I'd eventually finished a portrait of a relative's pet dog,|True
8196D|I felt ... when I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved.|WRITER|joy|I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved|True
8196D|I felt ... when I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved.|a relative|joy|I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved|True
8112A|I feel...because I can't stand when people lie.|WRITER|sadness|people lie|True
8112B|I feel...because I can't stand when people lie.|WRITER|anger|I can't stand when people lie|True
8112C|I feel...because I can't stand when people lie.|WRITER|anger|people lie.|True
8112D|I feel...because I can't stand when people lie.|WRITER|anger|I can't stand when people lie|True
8075A|I felt ... when I had to have my dog put to sleep.|WRITER|sadness|I had to have my dog put to sleep|True
8075B|I felt ... when I had to have my dog put to sleep.|WRITER|sadness|I had to have my dog put to sleep|True
8075C|I felt ... when I had to have my dog put to sleep.|WRITER|sadness|I had to have my dog put to sleep.|True
8075D|I felt ... when I had to have my dog put to sleep.|WRITER|sadness|I had to have my dog put to sleep|True
7594A|I felt ... when I read an article in the Times about David Baddiel's cat dying.|David Baddiel|sadness|David Baddiel's cat dying|True
